id,delivery_person_age,delivery_person_ratings,restaurant_latitude,restaurant_longitude,delivery_location_latitude,delivery_location_longitude,time_order_picked,weather_conditions,road_traffic_density,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city,time_taken (min)
0xd153,25.0,4.9,30.327968,78.046106,30.387968,78.106106,23:40,Windy,Low,2,Snack,motorcycle,0.0,,Urban,10
0x3cb8,28.0,4.6,17.429585,78.392621,17.439585,78.402621,11:55,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,25
0x95fd,23.0,5.0,23.359194,85.325447,23.409194,85.375447,22:35,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,18
0x8407,25.0,5.0,12.906229,77.596791,12.936229,77.626791,24:15:00,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,16
0x505f,32.0,4.8,22.311358,73.164798,22.351358,73.204798,16:35,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25
0xafca,29.0,5.0,11.026117,76.944652,11.056117,76.974652,19:35,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,17
0x5648,21.0,4.8,19.1813,72.836191,19.1913,72.846191,09:15,Stormy,Low,1,Snack,scooter,0.0,No,Urban,12
0x5ee3,23.0,4.7,22.753659,75.903365,22.793659,75.943365,14:55,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,28
0x8e22,38.0,4.5,23.416792,85.316842,23.526792,85.426842,18:50,Sunny,Medium,2,Drinks,scooter,1.0,No,Urban,18
0xd34a,22.0,4.9,0.0,0.0,0.11,0.11,22:25,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21
0xba24,37.0,4.0,22.310329,73.169083,22.400329,73.259083,18:35,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,31
0x1beb,22.0,4.9,22.751234,75.88949,22.821234,75.95949,17:15,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28
0xcfdf,27.0,4.6,26.49095,80.318656,26.63095,80.458656,17:50,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,33
0x4c0e,24.0,4.9,23.374989,85.335486,23.464989,85.425486,20:35,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,11
0x43e7,36.0,3.5,18.520016,73.830547,18.610016,73.920547,20:20,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34
0x73f3,24.0,4.8,11.010375,76.95295,11.080375,77.02295,17:20,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,38
0x3e94,38.0,4.3,0.0,0.0,0.06,0.06,19:40,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33
0xda29,39.0,4.3,9.979363,76.285001,10.069363,76.375001,23:40,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,43
0xa6b7,20.0,4.7,18.51421,73.838429,18.56421,73.888429,24:05:00,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,14
0x7646,26.0,4.8,12.933298,77.614293,13.013298,77.694293,19:40,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43
0x5ae2,38.0,4.5,12.979166,77.640709,13.089166,77.750709,18:15,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,22
0xac30,21.0,4.8,23.374878,85.335739,23.404878,85.365739,21:55,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20
0xbe0,,,22.761593,75.886362,22.891593,76.016362,17:45,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,38
0x3319,25.0,4.9,21.15276,72.778059,21.24276,72.868059,22:50,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19
0xa946,39.0,4.2,17.430448,78.418213,17.510448,78.498213,18:35,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,42
0x57c,,,13.027018,80.254791,13.067018,80.294791,16:15,,,3,Drinks,scooter,1.0,No,Metropolitian,27
0x77f5,35.0,4.9,11.003681,76.975525,11.043681,77.015525,15:15,Fog,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,16
0xd83f,24.0,4.9,26.47,80.35,26.51,80.39,0.541666667,Stormy,High,1,Meal,scooter,1.0,No,Urban,21
0xc7c6,23.0,4.6,30.335259,78.053162,30.385259,78.103162,20:35,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,20
0xbde1,32.0,4.9,23.351058,85.325731,23.401058,85.375731,23:50,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21
0xd82d,34.0,4.8,27.161661,78.011544,27.271661,78.121544,22:05,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,38
0x46df,28.0,4.9,26.910262,75.783013,27.000262,75.873013,18:05,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,15
0xa61d,21.0,4.6,26.910262,75.783013,26.920262,75.793013,09:25,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,18
0xba9a,36.0,4.1,12.981615,80.231598,13.111615,80.361598,20:30,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,48
0xbdbf,36.0,5.0,12.981615,80.231598,13.111615,80.361598,22:45,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,37
0x88a7,37.0,4.5,26.90294,75.793007,27.01294,75.903007,21:50,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29
0x93c3,32.0,4.8,18.593481,73.785901,18.613481,73.805901,10:45,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,28
0x4d24,24.0,4.7,26.88842,75.800689,26.91842,75.830689,20:35,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,23
0x17f9,36.0,4.8,22.732225,75.874765,22.742225,75.884765,09:45,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,11
0xdb97,39.0,4.9,30.335259,78.053162,30.465259,78.183162,19:55,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,36
0x6c6d,33.0,4.8,12.934365,77.616155,13.024365,77.706155,0.791666667,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,42
0xbdb9,23.0,4.7,22.308096,73.167753,22.378096,73.237753,19:50,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,23
0x30d2,30.0,5.0,22.745536,75.893106,22.765536,75.913106,11:55,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,38
0x2b1f,37.0,4.9,12.933284,77.615428,12.973284,77.655428,12:45,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,19
0x7c99,24.0,4.7,17.431477,78.40035,17.441477,78.41035,10:30,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,24
0x2290,35.0,4.9,0.0,0.0,0.01,0.01,10:40,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26
0x9af,20.0,4.9,0.0,0.0,0.09,0.09,20:40,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,24
0x8c6b,23.0,4.9,11.001753,76.986241,11.131753,77.116241,0.75,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,22
0x7972,37.0,4.8,22.75004,75.902847,22.76004,75.912847,08:40,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,17
0x7a01,26.0,4.7,26.902908,75.792934,26.972908,75.862934,18:35,Sunny,Medium,1,Buffet,scooter,0.0,No,,10
0x4527,31.0,4.5,26.766536,75.837333,26.856536,75.927333,20:30,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,29
0xa5b,21.0,4.8,12.935662,77.61413,13.025662,77.70413,20:40,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,17
0xcfee,24.0,4.9,0.0,0.0,0.09,0.09,18:40,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19
0x5cfe,37.0,4.8,22.745536,75.893106,22.825536,75.973106,22:05,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,52
0xace7,33.0,4.9,13.029198,77.570997,13.159198,77.700997,17:45,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,43
0x429,,,17.430448,78.418213,17.490448,78.478213,23:40,,,3,Buffet,bicycle,0.0,No,Metropolitian,18
0x97a0,38.0,4.6,10.96185,76.971082,10.99185,77.001082,18:15,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37
0x637a,30.0,3.5,13.044694,80.26147,13.114694,80.33147,20:35,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34
0xbdb,,,12.323994,76.626167,12.433994,76.736167,17:20,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25
0xd879,26.0,4.5,30.328174,78.049117,30.388174,78.109117,21:40,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,23
0x8005,27.0,4.0,19.12663,72.829976,19.16663,72.869976,14:55,Sandstorms,High,0,Snack,motorcycle,2.0,No,,35
0x28ff,23.0,4.9,11.003681,76.975525,11.133681,77.105525,21:50,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,43
0x1983,32.0,4.7,22.725835,75.887648,22.765835,75.927648,16:15,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25
0x193f,32.0,4.7,26.849596,75.800512,26.859596,75.810512,09:15,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,22
0xa965,39.0,4.8,22.311603,73.165012,22.421603,73.275012,17:50,Windy,Medium,2,Snack,scooter,,No,Metropolitian,27
0xa44b,35.0,4.2,22.310237,73.158921,22.420237,73.268921,17:30,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,33
0x7523,27.0,4.9,23.416792,85.316842,23.456792,85.356842,16:45,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,10
0x69e9,33.0,4.9,0.0,0.0,0.03,0.03,19:30,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34
0x6eaa,29.0,4.6,18.543626,73.905101,18.603626,73.965101,20:50,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20
0x8295,32.0,4.9,21.186438,72.794115,21.266438,72.874115,23:10,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,27
0x52f8,20.0,5.0,12.979166,77.640709,13.049166,77.710709,19:15,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,24
0xb33,20.0,4.6,12.337978,76.616792,12.347978,76.626792,0.375,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11
0x1d85,23.0,4.8,12.316967,76.603067,12.326967,76.613067,09:30,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,22
0x46e8,39.0,5.0,12.914264,77.6784,12.934264,77.6984,10:15,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21
0x613,,,26.911927,75.797282,26.981927,75.867282,19:55,Stormy,Jam,1,Snack,motorcycle,,No,Metropolitian,19
0xbffe,,,-19.876106,-75.340775,20.006106,75.470775,0.833333333,,,3,Snack,scooter,1.0,No,Metropolitian,34
0x4ad2,27.0,4.8,19.254567,72.848923,19.344567,72.938923,22:40,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22
0x7902,38.0,5.0,12.299524,76.64262,12.409524,76.75262,22:45,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,21
0x4c2,,,11.016298,76.972076,11.066298,77.022076,0.916666667,,,0,Meal,motorcycle,0.0,No,Metropolitian,19
0x130f,22.0,4.9,13.045479,80.23311,13.095479,80.28311,19:15,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,17
0x32b1,,,19.1093,72.825451,19.1993,72.915451,22:50,,,3,Meal,electric_scooter,1.0,No,Metropolitian,27
0xba95,26.0,4.6,22.745536,75.893106,22.825536,75.973106,22:55,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,23
0x9cc8,30.0,5.0,11.001852,76.976268,11.051852,77.026268,23:25,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19
0x2654,37.0,4.3,18.554382,73.798206,18.604382,73.848206,21:30,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35
0x3e0d,28.0,4.5,22.751234,75.88949,22.841234,75.97949,22:25,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
0xb8cb,38.0,4.9,12.316967,76.603067,12.356967,76.643067,14:25,Stormy,High,2,Drinks,scooter,0.0,No,Metropolitian,28
0x5846,21.0,4.9,0.0,0.0,0.03,0.03,23:55,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16
0x8b8d,37.0,4.6,12.326356,76.619103,12.406356,76.699103,18:25,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,28
0x1f2d,21.0,4.7,12.325461,76.632278,12.355461,76.662278,19:50,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,11
0x1ffc,27.0,4.7,13.02978,80.208812,13.09978,80.278812,20:50,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,41
0xdfbc,30.0,4.7,27.163303,78.057044,27.223303,78.117044,22:20,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,15
0x3f43,26.0,4.3,19.22384,72.841347,19.28384,72.901347,19:50,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,31
0x187e,22.0,4.8,11.016298,76.972076,11.036298,76.992076,10:35,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18
0x4c3e,36.0,4.5,18.546258,73.904337,18.596258,73.954337,23:35,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16
0x33de,25.0,4.8,23.359407,85.325055,23.409407,85.375055,19:45,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,33
0x75d2,20.0,4.9,17.429585,78.392621,17.449585,78.412621,08:45,Sunny,Low,0,Meal,motorcycle,1.0,,Metropolitian,12
0x87c6,33.0,4.7,17.431477,78.40035,17.461477,78.43035,18:55,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27
0xa59c,32.0,5.0,12.334022,76.618203,12.374022,76.658203,14:05,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,31
0x9d3,21.0,4.9,12.975996,80.221898,13.025996,80.271898,21:25,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27
0x59ee,34.0,5.0,18.569156,73.774723,18.609156,73.814723,16:45,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,28
0xa0ea,20.0,4.8,10.994136,76.963303,11.064136,77.033303,20:55,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,16
0x6d96,30.0,4.2,21.160522,72.771477,21.220522,72.831477,20:40,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,34
0x7d20,25.0,4.6,21.149569,72.772697,21.179569,72.802697,24:05:00,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,18
0x85bb,36.0,5.0,17.426228,78.407495,17.486228,78.467495,21:05,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,19
0xa772,29.0,4.9,22.760072,75.892574,22.840072,75.972574,18:35,Stormy,Medium,1,Snack,scooter,,No,Metropolitian,23
0x1169,,,12.934179,77.615797,12.944179,77.625797,12:10,Sunny,High,2,Meal,motorcycle,1.0,No,Metropolitian,21
0x82f6,31.0,4.2,22.761593,75.886362,22.801593,75.926362,12:25,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,34
0xa1ec,31.0,4.8,26.911378,75.789034,26.941378,75.819034,20:15,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30
0xa86f,27.0,4.9,12.986047,80.218114,13.026047,80.258114,16:25,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,17
0x97e0,39.0,4.7,17.426228,78.407495,17.506228,78.487495,22:25,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,16
0xc630,35.0,4.0,27.160934,78.044095,27.220934,78.104095,23:45,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24
0xb687,20.0,5.0,19.22384,72.841347,19.29384,72.911347,21:35,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,18
0xe228,28.0,4.8,30.885915,75.788259,31.025915,75.928259,20:10,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,16
0x512d,33.0,4.5,22.311844,73.165081,22.421844,73.275081,17:45,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26
0x97d2,30.0,4.8,26.90294,75.793007,26.98294,75.873007,22:40,Fog,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,27
0xcd5a,26.0,4.8,27.161661,78.011544,27.221661,78.071544,21:50,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,25
0x6abe,25.0,4.5,18.636215,73.751081,18.656215,73.771081,11:40,Sunny,High,2,Meal,scooter,0.0,No,Urban,17
0x2dc0,32.0,4.6,21.149669,72.772629,21.259669,72.882629,20:05,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28
0xb087,38.0,4.8,12.979096,77.640625,13.049096,77.710625,23:40,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20
0xad4f,29.0,4.8,17.411028,78.329645,17.521028,78.439645,22:50,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27
0x8b6b,20.0,4.1,22.310526,73.170937,22.400526,73.260937,21:25,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,37
0xb2f0,26.0,4.5,12.316967,76.603067,12.346967,76.633067,22:30,Fog,Low,1,Meal,scooter,0.0,No,Urban,14
0xdedc,30.0,5.0,22.514585,88.39331,22.594585,88.47331,17:45,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,27
0xd736,27.0,4.9,9.979363,76.285001,10.109363,76.415001,17:20,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Urban,25
0x81b3,26.0,5.0,12.979166,77.640709,12.989166,77.650709,12:15,Windy,High,2,Buffet,scooter,0.0,No,Metropolitian,13
0xb071,20.0,5.0,0.0,0.0,0.01,0.01,10:40,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17
0xcb5b,33.0,4.4,30.895817,75.813112,30.905817,75.823112,09:40,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24
0x8264,29.0,4.8,26.902908,75.792934,26.952908,75.842934,21:25,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,24
0x660e,39.0,4.7,23.354422,85.3329,23.404422,85.3829,22:20,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27
0x9c87,38.0,4.8,0.0,0.0,0.05,0.05,20:45,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Urban,28
0x9223,39.0,4.7,26.902908,75.792934,26.942908,75.832934,15:10,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,39
0x419b,23.0,4.9,26.913483,75.803139,27.053483,75.943139,0.833333333,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,42
0xac92,25.0,4.8,13.058616,80.264151,13.148616,80.354151,22:30,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17
0x54cd,25.0,4.8,23.357804,85.325146,23.407804,85.375146,23:05,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18
0x88ce,27.0,4.6,22.760072,75.892574,22.870072,76.002574,23:50,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18
0xc741,35.0,4.0,22.514119,88.362504,22.584119,88.432504,19:55,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,37
0x552f,26.0,5.0,18.530963,73.828972,18.660963,73.958972,17:50,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,21
0x47ca,29.0,4.1,21.186608,72.794136,21.296608,72.904136,19:55,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,33
0xbef0,36.0,4.4,0.0,0.0,0.11,0.11,22:55,Cloudy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,42
0x759,,,11.022169,76.999594,11.112169,77.089594,20:40,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22
0x5d53,25.0,4.8,18.546258,73.904337,18.586258,73.944337,15:50,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22
0x6a45,23.0,4.4,12.352058,76.60665,12.372058,76.62665,09:35,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20
0x7680,21.0,4.7,17.431668,78.408321,17.451668,78.428321,10:55,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20
0x4471,29.0,4.6,19.12663,72.829976,19.25663,72.959976,22:25,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16
0x56f8,36.0,4.9,26.913483,75.803139,27.053483,75.943139,19:25,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,30
0xbe9e,33.0,3.5,11.016298,76.972076,11.106298,77.062076,19:45,Windy,Jam,2,Meal,electric_scooter,1.0,No,Urban,43
0xd205,33.0,4.7,15.556561,73.763633,15.616561,73.823633,21:25,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33
0x1903,34.0,4.6,0.0,0.0,0.06,0.06,18:35,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25
0x148e,21.0,4.8,19.176269,72.836721,19.256269,72.916721,22:05,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,20
0x7e21,27.0,4.8,22.695207,75.866059,22.725207,75.896059,20:30,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Urban,19
0x5687,28.0,4.6,12.978453,77.643685,13.088453,77.753685,19:35,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31
0xb20e,24.0,4.5,23.369746,85.33982,23.459746,85.42982,18:05,Fog,Medium,2,Snack,scooter,0.0,No,Urban,25
0x9c5e,27.0,4.9,18.546258,73.904337,18.576258,73.934337,22:10,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,27
0x73c1,21.0,4.5,23.351058,85.325731,23.371058,85.345731,10:45,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15
0x5580,33.0,4.7,21.186438,72.794115,21.206438,72.814115,11:45,Sunny,High,2,Drinks,scooter,0.0,No,Urban,21
0xc7f5,,,27.157772,78.04725,27.237772,78.12725,19:10,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,22
0x3dc8,39.0,4.2,26.914142,75.805704,26.964142,75.855704,20:25,Cloudy,Jam,1,Meal,scooter,0.0,No,Urban,37
0x8f13,37.0,4.6,17.431477,78.40035,17.511477,78.48035,17:45,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34
0xc72a,26.0,4.9,10.027364,76.308258,10.137364,76.418258,20:40,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,24
0x6c07,28.0,4.8,0.0,0.0,0.01,0.01,08:45,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,13
0x91cf,37.0,4.7,12.913041,77.683237,12.983041,77.753237,18:45,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,39
0x82df,22.0,4.6,21.160437,72.774209,21.210437,72.824209,19:05,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29
0x6ad9,32.0,4.7,12.323225,76.630028,12.333225,76.640028,09:05,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22
0xd51,,,21.186884,72.793616,21.296884,72.903616,20:40,Windy,Jam,2,Snack,electric_scooter,2.0,Yes,Metropolitian,42
0x29ab,35.0,4.6,17.440827,78.393391,17.550827,78.503391,18:30,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26
0x7642,38.0,4.9,26.90294,75.793007,26.91294,75.803007,08:30,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19
0x15c4,33.0,4.6,18.530963,73.828972,18.540963,73.838972,09:45,Fog,Low,2,Meal,scooter,1.0,No,Urban,16
0xb657,27.0,4.7,19.254567,72.848923,19.324567,72.918923,19:55,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30
0xd7ba,34.0,4.4,19.874449,75.360232,19.984449,75.470232,0.833333333,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,31
0x14c2,29.0,4.8,18.520016,73.830547,18.530016,73.840547,11:35,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28
0x3888,32.0,5.0,26.891191,75.802083,26.951191,75.862083,20:50,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,28
0xd56b,31.0,5.0,30.359722,78.067079,30.369722,78.077079,08:25,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25
0xe286,29.0,4.7,0.0,0.0,0.06,0.06,18:25,Sunny,Medium,1,Buffet,scooter,0.0,No,,18
0x9de5,24.0,4.9,21.149569,72.772697,21.159569,72.782697,10:25,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,16
0x1e68,31.0,4.7,26.902328,75.794257,26.942328,75.834257,15:25,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,29
0xb48a,25.0,4.8,0.0,0.0,0.03,0.03,0.916666667,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,32
0x99bb,39.0,4.7,21.175975,72.795503,21.215975,72.835503,14:15,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,29
0x57ff,23.0,4.8,12.935662,77.61413,12.995662,77.67413,20:35,Stormy,Jam,2,Snack,scooter,0.0,,Metropolitian,11
0x4bc3,30.0,4.3,18.536718,73.830327,18.586718,73.880327,1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27
0x4dac,34.0,4.7,13.058616,80.264151,13.098616,80.304151,14:35,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,27
0x3a28,29.0,4.4,11.003008,76.97544,11.133009,77.10544,21:05,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,43
0xe226,26.0,4.6,0.0,0.0,0.11,0.11,22:55,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17
0xb62f,30.0,4.1,11.003681,76.975525,11.053681,77.025525,20:05,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44
0x6919,25.0,4.6,13.02978,80.208812,13.05978,80.238812,17:50,Stormy,Medium,0,Meal,motorcycle,1.0,,Metropolitian,14
0x49f1,37.0,4.4,19.131141,72.813074,19.21114,72.893074,19:35,Cloudy,Jam,2,Drinks,scooter,0.0,No,Urban,35
0xac11,35.0,4.0,19.221315,72.862381,19.351315,72.992381,17:30,Cloudy,Medium,2,Drinks,scooter,2.0,No,Urban,34
0xcf0a,34.0,3.7,27.160934,78.044095,27.250934,78.134095,21:30,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,41
0x5d27,34.0,4.8,13.066762,80.251865,13.076762,80.261865,12:05,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,37
0xdc60,26.0,4.7,27.163303,78.057044,27.303303,78.197044,20:25,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,16
0xa54f,33.0,4.7,21.186884,72.793616,21.256884,72.863616,19:55,Fog,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,52
0x8843,33.0,5.0,18.636215,73.751081,18.656215,73.771081,11:10,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,17
0xdf7a,38.0,4.0,30.885814,75.786976,30.925814,75.826976,13:30,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,31
0xdee1,38.0,4.9,22.552672,88.352885,22.642672,88.442885,22:50,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,24
